院校,年份,院系,专业,初试成绩,复试成绩,复试满分,总成绩,是否录取
华中科技大学,2022,人工智能与自动化学院,控制工程,342.0,84.6,100.0,74.88,是
华中科技大学,2022,人工智能与自动化学院,控制工程,347.0,83.0,100.0,74.84,是
华中科技大学,2022,人工智能与自动化学院,控制工程,350.0,81.8,100.0,74.72,是
华中科技大学,2022,人工智能与自动化学院,控制工程,354.0,80.6,100.0,74.72,是
华中科技大学,2022,人工智能与自动化学院,控制工程,327.0,88.6,100.0,74.68,是
华中科技大学,2022,人工智能与自动化学院,控制工程,338.0,85.0,100.0,74.56,是
华中科技大学,2022,人工智能与自动化学院,控制工程,326.0,88.6,100.0,74.56,是
华中科技大学,2022,人工智能与自动化学院,控制工程,358.0,79.0,100.0,74.56,是
华中科技大学,2022,人工智能与自动化学院,控制工程,349.0,81.6,100.0,74.52,是
华中科技大学,2022,人工智能与自动化学院,控制工程,342.0,83.4,100.0,74.4,是
华中科技大学,2022,人工智能与自动化学院,控制工程,342.0,83.4,100.0,74.4,是
华中科技大学,2022,人工智能与自动化学院,控制工程,371.0,74.0,100.0,74.12,是
华中科技大学,2022,人工智能与自动化学院,控制工程,363.0,76.0,100.0,73.96,是
华中科技大学,2022,人工智能与自动化学院,控制工程,348.0,80.4,100.0,73.92,是
华中科技大学,2022,人工智能与自动化学院,控制工程,344.0,81.4,100.0,73.84,是
华中科技大学,2022,人工智能与自动化学院,控制工程,335.0,83.8,100.0,73.72,是
华中科技大学,2022,人工智能与自动化学院,控制工程,338.0,82.4,100.0,73.52,是
华中科技大学,2022,人工智能与自动化学院,控制工程,330.0,83.8,100.0,73.12,是
华中科技大学,2022,人工智能与自动化学院,控制工程,360.0,74.8,100.0,73.12,是
华中科技大学,2022,人工智能与自动化学院,控制工程,338.0,81.2,100.0,73.04,是
华中科技大学,2022,人工智能与自动化学院,控制工程,338.0,81.2,100.0,73.04,是
华中科技大学,2022,人工智能与自动化学院,控制工程,340.0,80.2,100.0,72.88,是
华中科技大学,2022,人工智能与自动化学院,控制工程,350.0,77.0,100.0,72.8,是
华中科技大学,2022,人工智能与自动化学院,控制工程,346.0,78.2,100.0,72.8,是
华中科技大学,2022,人工智能与自动化学院,控制工程,326.0,84.0,100.0,72.72,是
华中科技大学,2022,人工智能与自动化学院,控制工程,351.0,75.8,100.0,72.44,是
华中科技大学,2022,人工智能与自动化学院,控制工程,335.0,80.0,100.0,72.2,是
华中科技大学,2022,人工智能与自动化学院,控制工程,348.0,76.0,100.0,72.16,是
华中科技大学,2022,人工智能与自动化学院,控制工程,327.0,82.0,100.0,72.04,是
华中科技大学,2022,人工智能与自动化学院,控制工程,327.0,82.0,100.0,72.04,是
华中科技大学,2022,人工智能与自动化学院,控制工程,341.0,77.6,100.0,71.96,是
华中科技大学,2022,人工智能与自动化学院,控制工程,328.0,81.0,100.0,71.76,是
华中科技大学,2022,人工智能与自动化学院,控制工程,321.0,82.6,100.0,71.56,是
华中科技大学,2022,人工智能与自动化学院,控制工程,325.0,81.0,100.0,71.4,是
华中科技大学,2022,人工智能与自动化学院,控制工程,341.0,75.8,100.0,71.24,是
华中科技大学,2022,人工智能与自动化学院,控制工程,331.0,78.6,100.0,71.16,是
华中科技大学,2022,人工智能与自动化学院,控制工程,324.0,80.6,100.0,71.12,是
华中科技大学,2022,人工智能与自动化学院,控制工程,322.0,80.8,100.0,70.96,是
华中科技大学,2022,人工智能与自动化学院,控制工程,328.0,78.8,100.0,70.88,是
华中科技大学,2022,人工智能与自动化学院,控制工程,323.0,80.0,100.0,70.76,是
华中科技大学,2022,人工智能与自动化学院,控制工程,323.0,79.2,100.0,70.44,是
华中科技大学,2022,人工智能与自动化学院,控制工程,331.0,76.6,100.0,70.36,是
华中科技大学,2022,人工智能与自动化学院,控制工程,337.0,74.6,100.0,70.28,是
华中科技大学,2022,人工智能与自动化学院,控制工程,327.0,77.0,100.0,70.04,是
华中科技大学,2022,人工智能与自动化学院,控制工程,331.0,75.8,100.0,70.04,是
华中科技大学,2022,人工智能与自动化学院,控制工程,326.0,76.6,100.0,69.76,是
华中科技大学,2022,人工智能与自动化学院,控制工程,327.0,74.8,100.0,69.16,是
华中科技大学,2022,人工智能与自动化学院,控制工程,344.0,67.8,100.0,68.4,是
华中科技大学,2022,人工智能与自动化学院,控制工程,324.0,73.4,100.0,68.24,是
华中科技大学,2022,人工智能与自动化学院,控制工程,326.0,72.6,100.0,68.16,是
华中科技大学,2022,人工智能与自动化学院,控制工程,320.0,74.2,100.0,68.08,是
华中科技大学,2022,人工智能与自动化学院,控制工程,328.0,71.4,100.0,67.92,是
华中科技大学,2022,人工智能与自动化学院,控制科学与工程,394.0,87.8,100.0,82.4,是
华中科技大学,2022,人工智能与自动化学院,控制科学与工程,390.0,87.6,100.0,81.84,是
华中科技大学,2022,人工智能与自动化学院,控制科学与工程,392.0,85.6,100.0,81.28,是
华中科技大学,2022,人工智能与自动化学院,控制科学与工程,396.0,79.6,100.0,79.36,是
华中科技大学,2022,人工智能与自动化学院,控制科学与工程,395.0,78.8,100.0,78.92,是
华中科技大学,2022,人工智能与自动化学院,控制科学与工程,366.0,87.0,100.0,78.72,是
华中科技大学,2022,人工智能与自动化学院,控制科学与工程,350.0,88.6,100.0,77.44,是
华中科技大学,2022,人工智能与自动化学院,控制科学与工程,369.0,82.4,100.0,77.24,是
华中科技大学,2022,人工智能与自动化学院,控制科学与工程,380.0,79.0,100.0,77.2,是
华中科技大学,2022,人工智能与自动化学院,控制科学与工程,349.0,87.6,100.0,76.92,是
华中科技大学,2022,人工智能与自动化学院,控制科学与工程,344.0,87.0,100.0,76.08,是
华中科技大学,2022,人工智能与自动化学院,控制科学与工程,354.0,82.8,100.0,75.6,是
华中科技大学,2022,人工智能与自动化学院,控制科学与工程,344.0,84.4,100.0,75.04,是
华中科技大学,2022,人工智能与自动化学院,控制科学与工程,349.0,82.6,100.0,74.92,是
华中科技大学,2022,人工智能与自动化学院,控制科学与工程,342.0,84.2,100.0,74.72,是
华中科技大学,2022,人工智能与自动化学院,控制科学与工程,365.0,77.2,100.0,74.68,是
华中科技大学,2022,人工智能与自动化学院,控制科学与工程,357.0,79.2,100.0,74.52,是
华中科技大学,2022,人工智能与自动化学院,控制科学与工程,363.0,77.0,100.0,74.36,是
华中科技大学,2022,人工智能与自动化学院,控制科学与工程,347.0,81.2,100.0,74.12,是
华中科技大学,2022,人工智能与自动化学院,控制科学与工程,349.0,79.0,100.0,73.48,是
华中科技大学,2022,人工智能与自动化学院,控制科学与工程,339.0,80.6,100.0,72.92,是
华中科技大学,2022,人工智能与自动化学院,控制科学与工程,327.0,82.4,100.0,72.2,是
华中科技大学,2022,人工智能与自动化学院,控制科学与工程,307.0,87.4,100.0,71.8,是
华中科技大学,2022,人工智能与自动化学院,控制科学与工程,318.0,78.8,100.0,69.68,是
华中科技大学,2022,人工智能与自动化学院,控制科学与工程,303.0,77.8,100.0,67.48,是
华中科技大学,2022,人工智能与自动化学院,控制科学与工程,308.0,73.0,100.0,66.16,是
华中科技大学,2022,人工智能与自动化学院,控制科学与工程,323.0,82.4,100.0,71.72,是
华中科技大学,2022,人工智能与自动化学院,控制科学与工程,309.0,80.4,100.0,69.24,是
华中科技大学,2022,人工智能与自动化学院,控制科学与工程,287.0,86.2,100.0,68.92,是
华中科技大学,2022,人工智能与自动化学院,控制科学与工程,311.0,77.6,100.0,68.36,是
华中科技大学,2022,人工智能与自动化学院,控制科学与工程,275.0,84.8,100.0,66.92,是
华中科技大学,2022,人工智能与自动化学院,控制科学与工程,305.0,74.8,100.0,66.52,是
华中科技大学,2022,人工智能与自动化学院,控制科学与工程,309.0,72.4,100.0,66.04,是
华南理工大学,2022,计算机科学与工程学院,电子信息,413.0,84.7,100.0,417.2,是
华南理工大学,2022,计算机科学与工程学院,电子信息,390.0,90.76,100.0,415.52,是
华南理工大学,2022,计算机科学与工程学院,电子信息,386.0,88.84,100.0,409.28,是
华南理工大学,2022,计算机科学与工程学院,电子信息,394.0,86.32,100.0,409.04,是
华南理工大学,2022,计算机科学与工程学院,电子信息,403.0,81.7,100.0,405.2,是
华南理工大学,2022,计算机科学与工程学院,电子信息,391.0,84.46,100.0,403.52,是
华南理工大学,2022,计算机科学与工程学院,电子信息,378.0,88.08,100.0,402.96,是
华南理工大学,2022,计算机科学与工程学院,电子信息,400.0,81.26,100.0,402.52,是
华南理工大学,2022,计算机科学与工程学院,电子信息,375.0,88.5,100.0,402.0,是
华南理工大学,2022,计算机科学与工程学院,电子信息,376.0,86.64,100.0,398.88,是
华南理工大学,2022,计算机科学与工程学院,电子信息,387.0,83.1,100.0,398.4,是
华南理工大学,2022,计算机科学与工程学院,电子信息,380.0,84.68,100.0,397.36,是
华南理工大学,2022,计算机科学与工程学院,电子信息,380.0,84.58,100.0,397.16,是
华南理工大学,2022,计算机科学与工程学院,电子信息,376.0,85.0,100.0,395.6,是
华南理工大学,2022,计算机科学与工程学院,电子信息,367.0,87.56,100.0,395.32,是
华南理工大学,2022,计算机科学与工程学院,电子信息,380.0,83.56,100.0,395.12,是
华南理工大学,2022,计算机科学与工程学院,电子信息,355.0,90.8,100.0,394.6,是
华南理工大学,2022,计算机科学与工程学院,电子信息,359.0,89.3,100.0,394.0,是
华南理工大学,2022,计算机科学与工程学院,电子信息,376.0,83.8,100.0,393.2,是
华南理工大学,2022,计算机科学与工程学院,电子信息,367.0,86.28,100.0,392.76,是
华南理工大学,2022,计算机科学与工程学院,电子信息,377.0,83.2,100.0,392.6,是
华南理工大学,2022,计算机科学与工程学院,电子信息,410.0,72.86,100.0,391.72,是
华南理工大学,2022,计算机科学与工程学院,电子信息,357.0,88.76,100.0,391.72,是
华南理工大学,2022,计算机科学与工程学院,电子信息,384.0,80.54,100.0,391.48,是
华南理工大学,2022,计算机科学与工程学院,电子信息,370.0,84.7,100.0,391.4,是
华南理工大学,2022,计算机科学与工程学院,电子信息,376.0,82.24,100.0,390.08,是
华南理工大学,2022,计算机科学与工程学院,电子信息,354.0,88.66,100.0,389.72,是
华南理工大学,2022,计算机科学与工程学院,电子信息,365.0,85.34,100.0,389.68,是
华南理工大学,2022,计算机科学与工程学院,电子信息,381.0,80.38,100.0,389.36,是
华南理工大学,2022,计算机科学与工程学院,电子信息,355.0,87.98,100.0,388.96,是
华南理工大学,2022,计算机科学与工程学院,电子信息,360.0,86.38,100.0,388.76,是
华南理工大学,2022,计算机科学与工程学院,电子信息,393.0,76.44,100.0,388.68,是
华南理工大学,2022,计算机科学与工程学院,电子信息,365.0,84.26,100.0,387.52,是
华南理工大学,2022,计算机科学与工程学院,电子信息,385.0,77.78,100.0,386.56,是
华南理工大学,2022,计算机科学与工程学院,电子信息,380.0,79.1,100.0,386.2,是
华南理工大学,2022,计算机科学与工程学院,电子信息,363.0,83.9,100.0,385.6,是
华南理工大学,2022,计算机科学与工程学院,电子信息,368.0,82.36,100.0,385.52,是
华南理工大学,2022,计算机科学与工程学院,电子信息,360.0,84.72,100.0,385.44,是
华南理工大学,2022,计算机科学与工程学院,电子信息,388.0,76.06,100.0,384.92,是
华南理工大学,2022,计算机科学与工程学院,电子信息,359.0,83.96,100.0,383.32,是
华南理工大学,2022,计算机科学与工程学院,电子信息,369.0,80.8,100.0,383.0,是
华南理工大学,2022,计算机科学与工程学院,电子信息,361.0,83.04,100.0,382.68,是
华南理工大学,2022,计算机科学与工程学院,电子信息,360.0,83.06,100.0,382.12,是
华南理工大学,2022,计算机科学与工程学院,电子信息,380.0,77.02,100.0,382.04,是
华南理工大学,2022,计算机科学与工程学院,电子信息,364.0,81.76,100.0,381.92,是
华南理工大学,2022,计算机科学与工程学院,电子信息,363.0,82.04,100.0,381.88,是
华南理工大学,2022,计算机科学与工程学院,电子信息,359.0,83.14,100.0,381.68,是
华南理工大学,2022,计算机科学与工程学院,电子信息,356.0,83.98,100.0,381.56,是
华南理工大学,2022,计算机科学与工程学院,电子信息,383.0,75.8,100.0,381.4,是
华南理工大学,2022,计算机科学与工程学院,电子信息,359.0,82.26,100.0,379.92,是
华南理工大学,2022,计算机科学与工程学院,电子信息,377.0,76.62,100.0,379.44,是
华南理工大学,2022,计算机科学与工程学院,电子信息,356.0,82.9,100.0,379.4,是
华南理工大学,2022,计算机科学与工程学院,电子信息,365.0,79.76,100.0,378.52,是
华南理工大学,2022,计算机科学与工程学院,电子信息,354.0,82.56,100.0,377.52,是
华南理工大学,2022,计算机科学与工程学院,电子信息,376.0,75.78,100.0,377.16,是
华南理工大学,2022,计算机科学与工程学院,电子信息,361.0,79.34,100.0,375.28,是
华南理工大学,2022,计算机科学与工程学院,电子信息,361.0,79.04,100.0,374.68,是
华南理工大学,2022,计算机科学与工程学院,电子信息,359.0,79.56,100.0,374.52,是
华南理工大学,2022,计算机科学与工程学院,电子信息,360.0,79.16,100.0,374.32,是
华南理工大学,2022,计算机科学与工程学院,电子信息,367.0,76.84,100.0,373.88,是
华南理工大学,2022,计算机科学与工程学院,电子信息,369.0,76.2,100.0,373.8,是
华南理工大学,2022,计算机科学与工程学院,电子信息,367.0,76.52,100.0,373.24,是
华南理工大学,2022,计算机科学与工程学院,电子信息,367.0,76.36,100.0,372.92,是
华南理工大学,2022,计算机科学与工程学院,电子信息,354.0,79.86,100.0,372.12,是
华南理工大学,2022,计算机科学与工程学院,电子信息,360.0,77.58,100.0,371.16,是
华南理工大学,2022,计算机科学与工程学院,电子信息,370.0,74.56,100.0,371.12,是
华南理工大学,2022,计算机科学与工程学院,电子信息,366.0,75.68,100.0,370.96,是
华南理工大学,2022,计算机科学与工程学院,电子信息,363.0,76.52,100.0,370.84,是
华南理工大学,2022,计算机科学与工程学院,计算机科学与技术,387.0,88.24,100.0,408.68,是
华南理工大学,2022,计算机科学与工程学院,计算机科学与技术,373.0,88.4,100.0,400.6,是
华南理工大学,2022,计算机科学与工程学院,计算机科学与技术,374.0,86.8,100.0,398.0,是
华南理工大学,2022,计算机科学与工程学院,计算机科学与技术,377.0,85.52,100.0,397.24,是
华南理工大学,2022,计算机科学与工程学院,计算机科学与技术,381.0,82.08,100.0,392.76,是
华南理工大学,2022,计算机科学与工程学院,计算机科学与技术,390.0,79.04,100.0,392.08,是
华南理工大学,2022,计算机科学与工程学院,计算机科学与技术,376.0,83.12,100.0,391.84,是
华南理工大学,2022,计算机科学与工程学院,计算机科学与技术,381.0,79.9,100.0,388.4,是
华南理工大学,2022,计算机科学与工程学院,计算机科学与技术,366.0,83.62,100.0,386.84,是
华南理工大学,2022,计算机科学与工程学院,计算机科学与技术,355.0,86.62,100.0,386.24,是
华南理工大学,2022,计算机科学与工程学院,计算机科学与技术,358.0,83.32,100.0,381.44,是
华南理工大学,2022,计算机科学与工程学院,计算机科学与技术,357.0,83.48,100.0,381.16,是
华南理工大学,2022,计算机科学与工程学院,计算机科学与技术,347.0,84.88,100.0,377.96,是
华南理工大学,2022,计算机科学与工程学院,计算机科学与技术,358.0,81.4,100.0,377.6,是
华南理工大学,2022,计算机科学与工程学院,计算机科学与技术,358.0,81.26,100.0,377.32,是
华南理工大学,2022,计算机科学与工程学院,计算机科学与技术,355.0,81.22,100.0,375.44,是
华南理工大学,2022,计算机科学与工程学院,计算机科学与技术,353.0,81.58,100.0,374.96,是
华南理工大学,2022,计算机科学与工程学院,计算机科学与技术,361.0,79.1,100.0,374.8,是
华南理工大学,2022,计算机科学与工程学院,计算机科学与技术,351.0,81.14,100.0,372.88,是
华南理工大学,2022,计算机科学与工程学院,计算机科学与技术,355.0,79.9,100.0,372.8,是
华南理工大学,2022,计算机科学与工程学院,计算机科学与技术,350.0,80.16,100.0,370.32,是
华南理工大学,2022,计算机科学与工程学院,计算机科学与技术,349.0,80.44,100.0,370.28,是
华南理工大学,2022,计算机科学与工程学院,计算机科学与技术,369.0,73.52,100.0,368.44,是
华南理工大学,2022,计算机科学与工程学院,计算机科学与技术,362.0,75.5,100.0,368.2,是
南京理工大学,2022,光电学院,信号与信息处理,389.0,250.2,300.0,79.48,是
南京理工大学,2022,光电学院,信号与信息处理,385.0,253.6,300.0,79.26,是
南京理工大学,2022,光电学院,信号与信息处理,392.0,240.8,300.0,78.96,是
南京理工大学,2022,光电学院,信号与信息处理,377.0,244.2,300.0,77.2,是
南京理工大学,2022,光电学院,信号与信息处理,375.0,239.2,300.0,76.42,是
南京理工大学,2022,光电学院,信号与信息处理,369.0,247.0,300.0,76.36,是
南京理工大学,2022,光电学院,信号与信息处理,373.0,235.2,300.0,75.74,是
南京理工大学,2022,光电学院,信号与信息处理,370.0,236.6,300.0,75.46,是
南京理工大学,2022,光电学院,信号与信息处理,353.0,246.0,300.0,74.02,是
南京理工大学,2022,光电学院,信号与信息处理,351.0,247.2,300.0,73.86,是
南京理工大学,2022,光电学院,信号与信息处理,352.0,235.4,300.0,72.82,是
南京理工大学,2022,光电学院,信号与信息处理,340.0,249.4,300.0,72.54,是
南京理工大学,2022,光电学院,信号与信息处理,356.0,224.8,300.0,72.32,是
南京理工大学,2022,光电学院,信号与信息处理,348.0,227.8,300.0,71.5,是
南京理工大学,2022,光电学院,信号与信息处理,340.0,234.0,300.0,71.0,是
南京理工大学,2022,光电学院,信号与信息处理,327.0,248.6,300.0,70.64,是
南京理工大学,2022,光电学院,通信与信息系统,409.0,270.0,300.0,84.26,是
南京理工大学,2022,光电学院,通信与信息系统,407.0,255.6,300.0,82.54,是
南京理工大学,2022,光电学院,通信与信息系统,401.0,253.4,300.0,81.48,是
南京理工大学,2022,光电学院,通信与信息系统,397.0,250.8,300.0,80.66,是
南京理工大学,2022,光电学院,通信与信息系统,390.0,254.2,300.0,80.02,是
南京理工大学,2022,光电学院,通信与信息系统,384.0,262.0,300.0,79.96,是
南京理工大学,2022,光电学院,通信与信息系统,385.0,258.4,300.0,79.74,是
南京理工大学,2022,光电学院,通信与信息系统,381.0,261.6,300.0,79.5,是
南京理工大学,2022,光电学院,通信与信息系统,382.0,256.4,300.0,79.12,是
南京理工大学,2022,光电学院,通信与信息系统,389.0,244.2,300.0,78.88,是
南京理工大学,2022,光电学院,通信与信息系统,369.0,258.4,300.0,77.5,是
南京理工大学,2022,光电学院,通信与信息系统,379.0,244.2,300.0,77.48,是
南京理工大学,2022,光电学院,通信与信息系统,373.0,243.0,300.0,76.52,是
南京理工大学,2022,光电学院,通信与信息系统,363.0,256.2,300.0,76.44,是
南京理工大学,2022,光电学院,通信与信息系统,362.0,257.6,300.0,76.44,是
南京理工大学,2022,光电学院,通信与信息系统,370.0,245.6,300.0,76.36,是
南京理工大学,2022,光电学院,通信与信息系统,364.0,252.6,300.0,76.22,是
南京理工大学,2022,光电学院,通信与信息系统,364.0,251.6,300.0,76.12,是
南京理工大学,2022,光电学院,通信与信息系统,366.0,248.4,300.0,76.08,是
南京理工大学,2022,光电学院,通信与信息系统,372.0,238.8,300.0,75.96,是
南京理工大学,2022,光电学院,通信与信息系统,351.0,267.4,300.0,75.88,是
南京理工大学,2022,光电学院,通信与信息系统,359.0,253.8,300.0,75.64,是
南京理工大学,2022,光电学院,通信与信息系统,370.0,238.0,300.0,75.6,是
南京理工大学,2022,光电学院,通信与信息系统,353.0,261.4,300.0,75.56,是
南京理工大学,2022,光电学院,通信与信息系统,361.0,246.4,300.0,75.18,是
南京理工大学,2022,光电学院,通信与信息系统,354.0,255.6,300.0,75.12,是
南京理工大学,2022,光电学院,通信与信息系统,356.0,252.4,300.0,75.08,是
南京理工大学,2022,光电学院,通信与信息系统,363.0,242.0,300.0,75.02,是
南京理工大学,2022,光电学院,通信与信息系统,346.0,265.8,300.0,75.02,是
南京理工大学,2022,光电学院,通信与信息系统,356.0,251.6,300.0,75.0,是
南京理工大学,2022,光电学院,通信与信息系统,354.0,252.8,300.0,74.84,是
南京理工大学,2022,光电学院,通信与信息系统,360.0,243.8,300.0,74.78,是
南京理工大学,2022,光电学院,通信与信息系统,349.0,256.6,300.0,74.52,是
南京理工大学,2022,光电学院,通信与信息系统,348.0,255.4,300.0,74.26,是
南京理工大学,2022,光电学院,通信与信息系统,341.0,265.2,300.0,74.26,是
南京理工大学,2022,光电学院,通信与信息系统,350.0,251.6,300.0,74.16,是
南京理工大学,2022,光电学院,通信与信息系统,343.0,259.6,300.0,73.98,是
南京理工大学,2022,光电学院,通信与信息系统,341.0,262.2,300.0,73.96,是
南京理工大学,2022,光电学院,通信与信息系统,345.0,254.2,300.0,73.72,是
南京理工大学,2022,光电学院,通信与信息系统,353.0,241.6,300.0,73.58,是
南京理工大学,2022,光电学院,通信与信息系统,337.0,263.6,300.0,73.54,是
南京理工大学,2022,光电学院,通信与信息系统,343.0,255.2,300.0,73.54,是
南京理工大学,2022,光电学院,通信与信息系统,339.0,259.2,300.0,73.38,是
南京理工大学,2022,光电学院,通信与信息系统,352.0,239.6,300.0,73.24,是
南京理工大学,2022,光电学院,通信与信息系统,336.0,261.2,300.0,73.16,是
南京理工大学,2022,光电学院,通信与信息系统,347.0,245.4,300.0,73.12,是
南京理工大学,2022,光电学院,通信与信息系统,333.0,264.8,300.0,73.1,是
南京理工大学,2022,光电学院,通信与信息系统,335.0,261.4,300.0,73.04,是
南京理工大学,2022,光电学院,通信与信息系统,344.0,248.2,300.0,72.98,是
南京理工大学,2022,光电学院,通信与信息系统,342.0,250.0,300.0,72.88,是
南京理工大学,2022,光电学院,通信与信息系统,353.0,234.4,300.0,72.86,是
南京理工大学,2022,光电学院,通信与信息系统,340.0,250.8,300.0,72.68,是
南京理工大学,2022,光电学院,通信与信息系统,328.0,265.2,300.0,72.44,是
南京理工大学,2022,光电学院,通信与信息系统,330.0,261.8,300.0,72.38,是
南京理工大学,2022,光电学院,通信与信息系统,327.0,265.2,300.0,72.3,是
南京理工大学,2022,光电学院,通信与信息系统,341.0,245.6,300.0,72.3,是
南京理工大学,2022,计算机科学与工程学院,模式识别与智能系统,357.0,231.4,300.0,73.12,是
南京理工大学,2022,计算机科学与工程学院,模式识别与智能系统,358.0,222.4,300.0,72.36,是
南京理工大学,2022,计算机科学与工程学院,模式识别与智能系统,346.0,235.8,300.0,72.02,是
南京理工大学,2022,计算机科学与工程学院,模式识别与智能系统,350.0,217.8,300.0,70.78,是
南京理工大学,2022,计算机科学与工程学院,模式识别与智能系统,336.0,229.2,300.0,69.96,是
南京理工大学,2022,计算机科学与工程学院,模式识别与智能系统,336.0,228.6,300.0,69.9,是
南京理工大学,2022,计算机科学与工程学院,模式识别与智能系统,323.0,240.0,300.0,69.22,是
南京理工大学,2022,计算机科学与工程学院,模式识别与智能系统,324.0,235.2,300.0,68.88,是
南京理工大学,2022,计算机科学与工程学院,模式识别与智能系统,325.0,227.8,300.0,68.28,是
南京理工大学,2022,计算机科学与工程学院,模式识别与智能系统,306.0,238.0,300.0,66.64,是
南京理工大学,2022,计算机科学与工程学院,模式识别与智能系统,307.0,223.8,300.0,65.36,是
南京理工大学,2022,计算机科学与工程学院,模式识别与智能系统,298.0,232.2,300.0,64.94,是
南京理工大学,2022,计算机科学与工程学院,计算机科学与技术,345.0,186.4,300.0,66.94,是
南京理工大学,2022,计算机科学与工程学院,计算机科学与技术,382.0,243.2,300.0,77.8,是
南京理工大学,2022,计算机科学与工程学院,计算机科学与技术,336.0,260.6,300.0,73.1,是
南京理工大学,2022,计算机科学与工程学院,计算机科学与技术,348.0,239.0,300.0,72.62,是
南京理工大学,2022,计算机科学与工程学院,计算机科学与技术,345.0,240.8,300.0,72.38,是
南京理工大学,2022,计算机科学与工程学院,计算机科学与技术,351.0,230.4,300.0,72.18,是
南京理工大学,2022,计算机科学与工程学院,计算机科学与技术,340.0,241.8,300.0,71.78,是
南京理工大学,2022,计算机科学与工程学院,计算机科学与技术,324.0,261.8,300.0,71.54,是
南京理工大学,2022,计算机科学与工程学院,计算机科学与技术,332.0,250.0,300.0,71.48,是
南京理工大学,2022,计算机科学与工程学院,计算机科学与技术,334.0,247.2,300.0,71.48,是
南京理工大学,2022,计算机科学与工程学院,计算机科学与技术,332.0,249.2,300.0,71.4,是
南京理工大学,2022,计算机科学与工程学院,计算机科学与技术,356.0,209.6,300.0,70.8,是
南京理工大学,2022,计算机科学与工程学院,计算机科学与技术,319.0,260.8,300.0,70.74,是
南京理工大学,2022,计算机科学与工程学院,计算机科学与技术,342.0,228.2,300.0,70.7,是
南京理工大学,2022,计算机科学与工程学院,计算机科学与技术,332.0,241.2,300.0,70.6,是
南京理工大学,2022,计算机科学与工程学院,计算机科学与技术,324.0,248.2,300.0,70.18,是
南京理工大学,2022,计算机科学与工程学院,计算机科学与技术,327.0,243.8,300.0,70.16,是
南京理工大学,2022,计算机科学与工程学院,计算机科学与技术,337.0,229.0,300.0,70.08,是
南京理工大学,2022,计算机科学与工程学院,计算机科学与技术,324.0,245.0,300.0,69.86,是
南京理工大学,2022,计算机科学与工程学院,计算机科学与技术,324.0,244.6,300.0,69.82,是
南京理工大学,2022,计算机科学与工程学院,计算机科学与技术,329.0,236.0,300.0,69.66,是
南京理工大学,2022,计算机科学与工程学院,计算机科学与技术,334.0,225.6,300.0,69.32,是
南京理工大学,2022,计算机科学与工程学院,计算机科学与技术,307.0,261.6,300.0,69.14,是
南京理工大学,2022,计算机科学与工程学院,计算机科学与技术,332.0,223.8,300.0,68.86,是
南京理工大学,2022,计算机科学与工程学院,计算机科学与技术,312.0,251.6,300.0,68.84,是
南京理工大学,2022,计算机科学与工程学院,计算机科学与技术,327.0,230.4,300.0,68.82,是
南京理工大学,2022,计算机科学与工程学院,计算机科学与技术,312.0,251.2,300.0,68.8,是
南京理工大学,2022,计算机科学与工程学院,计算机科学与技术,312.0,250.8,300.0,68.76,是
南京理工大学,2022,计算机科学与工程学院,计算机科学与技术,323.0,235.2,300.0,68.74,是
南京理工大学,2022,计算机科学与工程学院,计算机科学与技术,329.0,226.6,300.0,68.72,是
南京理工大学,2022,计算机科学与工程学院,计算机科学与技术,319.0,240.4,300.0,68.7,是
南京理工大学,2022,计算机科学与工程学院,计算机科学与技术,309.0,253.8,300.0,68.64,是
南京理工大学,2022,计算机科学与工程学院,计算机科学与技术,312.0,249.2,300.0,68.6,是
南京理工大学,2022,计算机科学与工程学院,计算机科学与技术,324.0,231.6,300.0,68.52,是
南京理工大学,2022,计算机科学与工程学院,计算机科学与技术,341.0,206.2,300.0,68.36,是
南京理工大学,2022,计算机科学与工程学院,计算机科学与技术,310.0,246.8,300.0,68.08,是
南京理工大学,2022,计算机科学与工程学院,计算机科学与技术,323.0,225.6,300.0,67.78,是
南京理工大学,2022,计算机科学与工程学院,计算机科学与技术,322.0,226.0,300.0,67.68,是
南京理工大学,2022,计算机科学与工程学院,计算机科学与技术,321.0,224.4,300.0,67.38,是
南京理工大学,2022,计算机科学与工程学院,计算机科学与技术,321.0,222.2,300.0,67.16,是
南京理工大学,2022,计算机科学与工程学院,计算机科学与技术,323.0,217.2,300.0,66.94,是
南京航空航天大学,2022,电子信息工程学院/集成电路学院,信息与通信工程,380.0,262.33,300.0,79.43,是
南京航空航天大学,2022,电子信息工程学院/集成电路学院,信息与通信工程,363.0,272.33,300.0,78.05,是
南京航空航天大学,2022,电子信息工程学院/集成电路学院,信息与通信工程,383.0,233.33,300.0,76.95,是
南京航空航天大学,2022,电子信息工程学院/集成电路学院,信息与通信工程,410.0,195.33,300.0,76.93,是
南京航空航天大学,2022,电子信息工程学院/集成电路学院,信息与通信工程,378.0,237.0,300.0,76.62,是
南京航空航天大学,2022,电子信息工程学院/集成电路学院,信息与通信工程,370.0,247.67,300.0,76.57,是
南京航空航天大学,2022,电子信息工程学院/集成电路学院,信息与通信工程,374.0,238.0,300.0,76.16,是
南京航空航天大学,2022,电子信息工程学院/集成电路学院,信息与通信工程,344.0,272.0,300.0,75.36,是
